ticker,momentum_12m,momentum_3m,volatility,quality_score,composite_score
APD,0.06328332720143393,-0.0963641552461788,0.4680229222825047,11.061213745622773,6.074429116683056
PBR,0.3530562269606219,0.18130947864136426,0.2876685881122854,2.5436358397110106,2.803390032782694
AVGO,0.3090115922719412,-0.0141067945831167,0.391782503867242,2.8018160816296156,2.350026929914098
NVDA,0.4593225498460767,0.3761366848026326,0.3475893634387343,-0.058764342535838024,1.9561998550683088
TRV,-0.11548009012988214,0.05527755445116789,0.4598641911467615,2.0632496658032755,1.8566944829482719
DE,0.33473801289653116,0.06071567870687766,0.27741826323826774,1.452346186221401,1.7903595254297282
UBER,0.624949150290985,0.05110481922877308,0.3578628766117083,2.0323532241005657,1.7813197093470177
COST,0.20911174196506987,0.1523799607453058,0.22592540335796335,1.183706156647642,1.7178198467445414
MA,0.2548194403506603,0.11051429070300078,0.2371372107131095,1.0224133369540316,1.7094798706668015
ROK,0.7651024030384987,0.16994900122668777,0.30581224266266527,0.9445333662380497,1.5653410103042407
WM,0.27000529548300256,0.2690041075555567,0.3051967240758867,1.4273623465179053,1.5431167621223265
TMO,1.023653617823601,0.10878256614421145,0.4142033887979637,0.5584647501118953,1.5167671931981008
EOG,0.20091254141292558,0.0058106829838031615,0.3452494631059116,2.113797857323257,1.4828151021096405
SBUX,0.44135162140508344,0.3050140989085126,0.3366090177992874,1.3548433082606852,1.406893069760148
HD,0.7579795994864098,0.26659178513219994,0.3086777302232893,0.9643412638827319,1.300500804279173
AMD,0.2983478784013496,0.16518642577511677,0.24783883155661682,0.3084739197322932,1.2740917196610457
TER,0.5783228391735351,0.05720922694614017,0.2231940511166917,0.937844274611291,1.258698574492014
PLTR,0.313693906151298,0.17494558425831164,0.21162485646300114,1.2462831050528207,1.2219196049937902
NET,0.4158538306994364,0.13214525213978479,0.2766943884200622,0.6795840850467889,1.1893685391332292
PSX,0.2999108695513051,-0.04362632136822331,0.29222337180044755,0.8974935945658137,1.1830888033867
COP,0.3753051411158199,0.21803228934659535,0.20945248934398403,0.10652009379498473,1.1165769170897766
DVN,0.38730994236728544,0.09486364666447478,0.22313418168889568,0.08895898828008059,1.103534623559692
TMUS,0.14591689313187572,0.022937077581976606,0.23598501215227988,1.4920291249336883,1.0512966682787517
KLAC,0.382986548873705,0.1035021111120209,0.30128598914894805,0.8670623848960687,1.0199484686445877
BABA,-0.017499486006695264,0.12651465473896284,0.322910137484307,0.884100144000856,0.9260866732956948
MPC,1.1275147727136434,0.29689404887719206,0.3614312413294663,0.3503942099027284,0.8452146304196583
CI,0.4417742408924865,0.057113958103338414,0.47113920699183737,0.2758023457923566,0.8429674297513062
BLK,0.9434199393644789,0.33526323539505687,0.34200910460870776,-0.42504413925691664,0.7934226493756303
AAPL,0.3376538200976107,0.023274651467074303,0.25062829035984463,0.8476912720574736,0.7407879311789556
UNH,0.2957518597582407,0.012756666707430364,0.34404701006024374,0.9676253609183342,0.6408115803809012
PGR,0.2835904181517064,0.0555254685949127,0.3516083407944769,0.530063150547615,0.6252425572243672
DIS,0.4063578449242211,0.185234440005712,0.2643968403308429,0.7276536224447943,0.539259924105135
LLY,0.07642236749416131,0.14064351812030784,0.314085233378572,-0.17200988236918952,0.5275074861484669
MET,0.253201356288421,0.08439582904758458,0.20577857200771504,0.6865371724241068,0.5100615465459206
MRK,0.23163061990487077,0.05619500287951151,0.2820506195045736,-0.12678805904389892,0.47716833833714306
ANET,0.24497342305383585,0.05022788551678836,0.19643474265232555,-0.31066018305523146,0.46557703225535335
CDNS,0.28385234092925526,0.05801313907320749,0.23404672999310877,0.27661167563904104,0.39957514505374636
PDD,0.2383247383820173,0.17013337380386462,0.22075372488266898,0.9313318163854075,0.37832271460908967
CSX,0.4827980714403979,-0.060535718039504416,0.3603455199828079,-0.08877440573088193,0.37055310186296014
QCOM,0.0858206409717952,0.10009668579809605,0.268574628306061,-0.361312184162085,0.34473219793011856
VLO,0.0714969027737431,0.1286247834741574,0.22171141989819754,0.2657637971305374,0.3369918055719556
SHEL,0.1316222387284922,0.08544374168892266,0.2623014460054486,1.1273143352702886,0.3161185110123622
HOOD,0.2516709059855604,-0.1452550330837169,0.49843238958302216,0.5770886152147892,0.303409634896189
ASML,-0.0012229593574976105,-0.025213139403329365,0.19781723000988266,0.5568182759744532,0.26145196436500134
JPM,0.4441588398497689,0.029051294869401945,0.2796153393995679,0.48624975846070523,0.22632679114004473
ARM,-0.06715114386225751,-0.05911675411143036,0.3257017715841601,0.21842184862301361,0.1597580353902754
ADSK,0.3211625290394422,-0.051488794362262724,0.30679701881539345,0.7165103228007791,0.12670333147619844
GE,0.19704603265087628,0.2326944571660301,0.24685552302782993,0.2604867014273611,0.11364938002929631
MCHP,0.8559388687267102,0.020630603318740448,0.340263620681728,-1.7717268303582567,0.11235900256477038
SCHW,0.6779875215503797,-0.1021457409291483,0.5348886463408449,0.29741379740649676,0.10285238263627208
HON,0.2747316772225421,0.04915555423275353,0.22576218026304068,-0.26243064770862434,0.0927095172338018
SLB,0.5420514507103529,-0.06426740393985786,0.42384533661633916,-1.1632250047195916,0.06521514148976926
VRTX,0.20962694148201289,0.08654123404835312,0.26726018572289917,1.09358061718414,0.03137172999609905
INTU,-0.1220036128042713,0.11118997699739963,0.4332494257183017,1.3182407053505238,0.01123605232068281
TSLA,-0.0005433015327512836,0.017604567107068814,0.24131071003275079,0.15940703870165293,-0.003456832728024911
WFC,2.2420644759618935,-0.2264843787040416,0.7889679202369643,-1.54205521915815,-0.02599011673626095
IBM,0.07549222112906517,0.08330519735697983,0.2668248160152294,1.089616806376067,-0.028953774358099205
JD,0.5099242278330687,0.09453268256025082,0.19155903548321054,-0.6101890881025422,-0.034150718357255916
ADBE,0.16042198868797275,0.1067036762809066,0.34271775480485356,-0.47365076857728605,-0.04729444833825194
NVO,-0.09565032553040731,0.036584808971298566,0.26320140979656514,0.6685001773411886,-0.05903473162802919
UPS,0.34365593674912853,-0.013549200569270226,0.30850987905606647,0.358061541084087,-0.0719068271556125
PRU,0.2653721805675442,0.09381559041805843,0.37951483511807266,0.6478318437065388,-0.08464252935063332
C,0.6346990910024082,0.1086109199838654,0.30543314797216614,-1.4537562456647868,-0.09502945472401236
CRM,0.526838520224246,0.1754505424195214,0.29540298735811443,-2.513548893167729,-0.09798850985399365
CB,-0.5278316517782651,-0.16451248316920686,0.5723863060235965,1.7394193306672356,-0.11625562947365442
CSCO,0.3966295003657776,0.34590798091285424,0.5469543136977998,0.01982885996722026,-0.13440480163402332
ZS,0.4458215189279702,0.0015171973469541022,0.2911431292928443,0.7482546896148559,-0.1756439663216176
MRNA,0.3313534527952746,0.09274133840236098,0.3197637395163129,-2.0753352753939733,-0.17740750498618874
ABBV,0.2838874098617101,0.17135364523175234,0.3849546481304924,-1.4430949780040632,-0.18564798455285203
DASH,-0.027895407723843357,0.152429039738601,0.2254568648336833,-0.09713430645007791,-0.1868621216472997
GFS,0.7315460016336872,0.028475059821239546,0.6952851549947683,-1.6715654531994233,-0.18997822340735637
MSFT,0.21185616446604238,0.11460885365097595,0.2670458430455282,-0.2969008246257423,-0.19045530429422436
SPOT,0.9612324845411293,0.38450259884696325,0.452639305253116,-2.8910841960150586,-0.20178301862227976
MCO,-0.4423373974269149,-0.11858142728793186,0.3610129534801355,1.3874086610407614,-0.21592560487008838
NFLX,2.369190875469593,-0.00812457392560706,0.5951257222774599,-2.1401803634454164,-0.24105594659727125
SHW,-0.3046343685762536,0.00740741996608163,0.4427415589893463,0.3691772339908225,-0.24146740594340893
NSC,-0.14347527349016476,0.17641543378579727,0.9138510521809665,-0.31456076421438356,-0.2442285130138091
DDOG,0.06961298735506594,0.14197606485216907,0.27288347551929154,-0.27370447509560153,-0.25013192996407974
